STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00051959,"CRESTED BUTTE, CO US",12/17/68,-2.2,-12.2,-9.4
USC00051959,"CRESTED BUTTE, CO US",12/18/68,-8.9,-17.2,-14.4
USC00051959,"CRESTED BUTTE, CO US",12/19/68,-9.4,-27.2,-11.7
USC00051959,"CRESTED BUTTE, CO US",12/20/68,-5.6,-12.8,-10.6
USC00051959,"CRESTED BUTTE, CO US",12/21/68,-7.2,-14.4,-12.8
USC00051959,"CRESTED BUTTE, CO US",12/22/68,-10,-20,-15
USC00051959,"CRESTED BUTTE, CO US",12/23/68,-6.7,-25.6,-8.9
USC00051959,"CRESTED BUTTE, CO US",12/24/68,2.8,-10.6,0.6
USC00051959,"CRESTED BUTTE, CO US",12/25/68,0.6,-7.8,-1.7
USC00051959,"CRESTED BUTTE, CO US",12/26/68,-1.1,-7.2,-7.2
USC00051959,"CRESTED BUTTE, CO US",12/27/68,-6.1,-17.8,-10.6
USC00051959,"CRESTED BUTTE, CO US",12/28/68,-5.6,-18.3,-8.9
USC00051959,"CRESTED BUTTE, CO US",12/29/68,-3.9,-10.6,-7.2
USC00051959,"CRESTED BUTTE, CO US",12/30/68,-6.7,-10.6,-9.4
USC00051959,"CRESTED BUTTE, CO US",12/31/68,-2.2,-10,-5
USC00051959,"CRESTED BUTTE, CO US",1/1/69,0,-20,-4.4
USC00051959,"CRESTED BUTTE, CO US",1/2/69,-0.6,-17.2,-1.7
USC00051959,"CRESTED BUTTE, CO US",1/3/69,-0.6,-18.9,-9.4
USC00051959,"CRESTED BUTTE, CO US",1/4/69,-5,-23.9,-8.9
USC00051959,"CRESTED BUTTE, CO US",1/5/69,4.4,-19.4,0
USC00051959,"CRESTED BUTTE, CO US",1/6/69,4.4,-11.7,0.6
USC00051959,"CRESTED BUTTE, CO US",1/7/69,8.9,-12.2,5
USC00051959,"CRESTED BUTTE, CO US",1/8/69,5.6,-7.8,-7.8
USC00051959,"CRESTED BUTTE, CO US",1/9/69,-5,-23.3,-13.9
USC00051959,"CRESTED BUTTE, CO US",1/10/69,-3.3,-20.6,-10
USC00051959,"CRESTED BUTTE, CO US",1/11/69,-7.8,-21.7,-10
USC00051959,"CRESTED BUTTE, CO US",1/12/69,5,-10.6,-2.8
USC00051959,"CRESTED BUTTE, CO US",1/13/69,0,-15.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",1/14/69,4.4,-5,1.7
USC00051959,"CRESTED BUTTE, CO US",1/15/69,3.9,-2.8,-2.8
USC00051959,"CRESTED BUTTE, CO US",1/16/69,-2.2,-18.9,-7.2
USC00051959,"CRESTED BUTTE, CO US",1/17/69,0.6,-11.1,-4.4
USC00051959,"CRESTED BUTTE, CO US",1/18/69,-2.2,-22.2,-9.4
USC00051959,"CRESTED BUTTE, CO US",1/19/69,-1.1,-21.1,-5
USC00051959,"CRESTED BUTTE, CO US",1/20/69,3.3,-5.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",1/21/69,4.4,-6.1,-1.1
USC00051959,"CRESTED BUTTE, CO US",1/22/69,0,-5,-3.9
USC00051959,"CRESTED BUTTE, CO US",1/23/69,-3.3,-12.2,-12.2
USC00051959,"CRESTED BUTTE, CO US",1/24/69,-10.6,-12.8,-12.8
USC00051959,"CRESTED BUTTE, CO US",1/25/69,-5,-12.8,-6.1
USC00051959,"CRESTED BUTTE, CO US",1/26/69,1.7,-6.7,0
USC00051959,"CRESTED BUTTE, CO US",1/27/69,1.1,-5,-5
USC00051959,"CRESTED BUTTE, CO US",1/28/69,-4.4,-15,-7.2
USC00051959,"CRESTED BUTTE, CO US",1/29/69,-6.1,-15,-12.2
USC00051959,"CRESTED BUTTE, CO US",1/30/69,-7.8,-27.2,-16.7
USC00051959,"CRESTED BUTTE, CO US",1/31/69,-7.8,-27.8,-15.6
USC00051959,"CRESTED BUTTE, CO US",2/1/69,-12.8,-28.3,-14.4
USC00051959,"CRESTED BUTTE, CO US",2/2/69,-11.1,-16.7,-15
USC00051959,"CRESTED BUTTE, CO US",2/3/69,-8.3,-30,-17.8
USC00051959,"CRESTED BUTTE, CO US",2/4/69,-6.7,-27.2,-10.6
USC00051959,"CRESTED BUTTE, CO US",2/5/69,-3.9,-21.1,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/6/69,-3.9,-11.1,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/7/69,-3.3,-6.7,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/8/69,-6.1,-25.6,-13.3
USC00051959,"CRESTED BUTTE, CO US",2/9/69,-1.7,-26.7,-12.2
USC00051959,"CRESTED BUTTE, CO US",2/10/69,-1.1,-24.4,-8.3
USC00051959,"CRESTED BUTTE, CO US",2/11/69,-1.1,-21.7,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/12/69,-1.1,-20,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/13/69,0.6,-12.8,-1.7
USC00051959,"CRESTED BUTTE, CO US",2/14/69,1.1,-15,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/15/69,-2.2,-18.9,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/16/69,2.2,-8.3,-3.9
USC00051959,"CRESTED BUTTE, CO US",2/17/69,2.2,-12.8,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/18/69,3.3,-24.4,-3.3
USC00051959,"CRESTED BUTTE, CO US",2/19/69,0,-14.4,-6.1
USC00051959,"CRESTED BUTTE, CO US",2/20/69,-1.1,-15,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/21/69,-3.9,-15,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/22/69,-2.2,-13.9,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/23/69,-3.3,-20.6,-7.8
USC00051959,"CRESTED BUTTE, CO US",2/24/69,-2.2,-14.4,-5
USC00051959,"CRESTED BUTTE, CO US",2/25/69,5,-13.9,2.8
USC00051959,"CRESTED BUTTE, CO US",2/26/69,3.9,-4.4,-2.8
USC00051959,"CRESTED BUTTE, CO US",2/27/69,-1.1,-16.1,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/28/69,4.4,-18.9,-5
USC00051959,"CRESTED BUTTE, CO US",3/1/69,3.9,-18.3,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/2/69,1.1,-13.3,-2.8
USC00051959,"CRESTED BUTTE, CO US",3/3/69,1.7,-15.6,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/4/69,0.6,-7.8,-5
USC00051959,"CRESTED BUTTE, CO US",3/5/69,-1.1,-13.3,-5.6
USC00051959,"CRESTED BUTTE, CO US",3/6/69,-1.1,-15,-6.1
USC00051959,"CRESTED BUTTE, CO US",3/7/69,-2.2,-12.2,-7.2
USC00051959,"CRESTED BUTTE, CO US",3/8/69,-5,-20,-9.4
USC00051959,"CRESTED BUTTE, CO US",3/9/69,-6.1,-20.6,-10
USC00051959,"CRESTED BUTTE, CO US",3/10/69,-1.7,-22.2,-9.4
USC00051959,"CRESTED BUTTE, CO US",3/11/69,-3.9,-15.6,-6.1
USC00051959,"CRESTED BUTTE, CO US",3/12/69,-4.4,-20.6,-8.3
USC00051959,"CRESTED BUTTE, CO US",3/13/69,-3.9,-20.6,-7.2
USC00051959,"CRESTED BUTTE, CO US",3/14/69,1.7,-23.3,-4.4
USC00051959,"CRESTED BUTTE, CO US",3/15/69,-1.1,-23.9,-6.7
USC00051959,"CRESTED BUTTE, CO US",3/16/69,1.1,-20.6,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/17/69,2.8,-17.8,0
USC00051959,"CRESTED BUTTE, CO US",3/18/69,4.4,-13.3,3.3
USC00051959,"CRESTED BUTTE, CO US",3/19/69,3.9,-8.3,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/20/69,1.1,-21.1,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/21/69,4.4,-16.1,1.7
USC00051959,"CRESTED BUTTE, CO US",3/22/69,6.1,-5.6,2.2
USC00051959,"CRESTED BUTTE, CO US",3/23/69,2.8,-11.1,-5.6
USC00051959,"CRESTED BUTTE, CO US",3/24/69,-0.6,-11.1,-6.7
USC00051959,"CRESTED BUTTE, CO US",3/25/69,-3.3,-15,-5
USC00051959,"CRESTED BUTTE, CO US",3/26/69,1.1,-17.8,-1.7
USC00051959,"CRESTED BUTTE, CO US",3/27/69,3.9,-17.2,1.7
USC00051959,"CRESTED BUTTE, CO US",3/28/69,6.1,-7.2,3.9
USC00051959,"CRESTED BUTTE, CO US",3/29/69,8.3,-9.4,4.4
USC00051959,"CRESTED BUTTE, CO US",3/30/69,6.7,-10,2.8
USC00051959,"CRESTED BUTTE, CO US",3/31/69,8.9,-9.4,8.3
USC00051959,"CRESTED BUTTE, CO US",4/1/69,8.3,0,1.7
USC00051959,"CRESTED BUTTE, CO US",4/2/69,8.9,-6.1,6.1
USC00051959,"CRESTED BUTTE, CO US",4/3/69,7.2,-6.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",4/4/69,8.9,-2.8,5
USC00051959,"CRESTED BUTTE, CO US",4/5/69,11.1,-7.8,7.2
USC00051959,"CRESTED BUTTE, CO US",4/6/69,11.1,-6.7,8.3
USC00051959,"CRESTED BUTTE, CO US",4/7/69,8.3,-7.2,-3.3
USC00051959,"CRESTED BUTTE, CO US",4/8/69,3.9,-8.9,2.2
USC00051959,"CRESTED BUTTE, CO US",4/9/69,8.3,-8.9,5.6
USC00051959,"CRESTED BUTTE, CO US",4/10/69,10,-6.7,6.1
USC00051959,"CRESTED BUTTE, CO US",4/11/69,10.6,-7.2,5.6
USC00051959,"CRESTED BUTTE, CO US",4/12/69,7.8,-0.6,4.4
USC00051959,"CRESTED BUTTE, CO US",4/13/69,8.3,-7.2,7.2
USC00051959,"CRESTED BUTTE, CO US",4/14/69,7.2,-3.9,2.2
USC00051959,"CRESTED BUTTE, CO US",4/15/69,5,-2.8,1.1
USC00051959,"CRESTED BUTTE, CO US",4/16/69,7.8,-7.2,0.6
USC00051959,"CRESTED BUTTE, CO US",4/17/69,4.4,-6.7,3.9
USC00051959,"CRESTED BUTTE, CO US",4/18/69,8.3,-10,7.2
USC00051959,"CRESTED BUTTE, CO US",4/19/69,9.4,-5,8.3
USC00051959,"CRESTED BUTTE, CO US",4/20/69,15,-5.6,12.2
USC00051959,"CRESTED BUTTE, CO US",4/21/69,17.8,-3.9,13.9
USC00051959,"CRESTED BUTTE, CO US",4/22/69,17.2,-3.3,10.6
USC00051959,"CRESTED BUTTE, CO US",4/23/69,17.8,-3.3,13.9
USC00051959,"CRESTED BUTTE, CO US",4/24/69,17.2,-5,13.3
USC00051959,"CRESTED BUTTE, CO US",4/25/69,13.3,-6.7,-0.6
USC00051959,"CRESTED BUTTE, CO US",4/26/69,1.1,-10.6,-1.7
USC00051959,"CRESTED BUTTE, CO US",4/27/69,6.7,-6.1,6.1
USC00051959,"CRESTED BUTTE, CO US",4/28/69,10.6,-7.2,9.4
USC00051959,"CRESTED BUTTE, CO US",4/29/69,13.3,-6.1,12.2
USC00051959,"CRESTED BUTTE, CO US",4/30/69,12.8,-5.6,11.7
USC00051959,"CRESTED BUTTE, CO US",5/1/69,15.6,-3.9,13.3
USC00051959,"CRESTED BUTTE, CO US",5/2/69,17.8,-3.9,15.6
USC00051959,"CRESTED BUTTE, CO US",5/3/69,16.1,-2.8,12.2
USC00051959,"CRESTED BUTTE, CO US",5/4/69,12.8,0.6,9.4
USC00051959,"CRESTED BUTTE, CO US",5/5/69,13.3,0.6,10.6
USC00051959,"CRESTED BUTTE, CO US",5/6/69,11.7,0,6.7
USC00051959,"CRESTED BUTTE, CO US",5/7/69,8.3,0,4.4
USC00051959,"CRESTED BUTTE, CO US",5/8/69,10.6,-1.1,8.3
USC00051959,"CRESTED BUTTE, CO US",5/9/69,15,-2.2,10
USC00051959,"CRESTED BUTTE, CO US",5/10/69,15.6,-3.3,14.4
USC00051959,"CRESTED BUTTE, CO US",5/11/69,15.6,-1.1,15
USC00051959,"CRESTED BUTTE, CO US",5/12/69,15.6,1.1,12.2
USC00051959,"CRESTED BUTTE, CO US",5/13/69,18.9,0.6,14.4
USC00051959,"CRESTED BUTTE, CO US",5/14/69,16.1,-0.6,13.9
USC00051959,"CRESTED BUTTE, CO US",5/15/69,15,0,13.3
USC00051959,"CRESTED BUTTE, CO US",5/16/69,15,-3.3,12.8
USC00051959,"CRESTED BUTTE, CO US",5/17/69,17.8,-2.2,16.7
USC00051959,"CRESTED BUTTE, CO US",5/18/69,19.4,-1.1,19.4
USC00051959,"CRESTED BUTTE, CO US",5/19/69,20.6,1.1,18.9
USC00051959,"CRESTED BUTTE, CO US",5/20/69,21.1,-0.6,20
USC00051959,"CRESTED BUTTE, CO US",5/21/69,20.6,2.8,18.3
USC00051959,"CRESTED BUTTE, CO US",5/22/69,21.1,1.1,18.9
USC00051959,"CRESTED BUTTE, CO US",5/23/69,20,0.6,12.2
USC00051959,"CRESTED BUTTE, CO US",5/24/69,20.6,-1.1,17.8
USC00051959,"CRESTED BUTTE, CO US",5/25/69,22.2,0,20
USC00051959,"CRESTED BUTTE, CO US",5/26/69,24.4,1.1,21.7
USC00051959,"CRESTED BUTTE, CO US",5/27/69,23.9,1.1,22.8
USC00051959,"CRESTED BUTTE, CO US",5/28/69,24.4,1.1,20
USC00051959,"CRESTED BUTTE, CO US",5/29/69,23.9,0,20.6
USC00051959,"CRESTED BUTTE, CO US",5/30/69,22.2,2.8,21.1
USC00051959,"CRESTED BUTTE, CO US",5/31/69,21.7,5,15.6
USC00051959,"CRESTED BUTTE, CO US",6/1/69,18.3,-1.1,13.3
USC00051959,"CRESTED BUTTE, CO US",6/2/69,18.3,-2.2,15
USC00051959,"CRESTED BUTTE, CO US",6/3/69,20,1.1,18.3
USC00051959,"CRESTED BUTTE, CO US",6/4/69,24.4,0.6,21.7
USC00051959,"CRESTED BUTTE, CO US",6/5/69,25,2.2,21.1
USC00051959,"CRESTED BUTTE, CO US",6/6/69,22.2,7.8,10
USC00051959,"CRESTED BUTTE, CO US",6/7/69,22.8,2.2,12.8
USC00051959,"CRESTED BUTTE, CO US",6/8/69,21.1,1.7,18.3
USC00051959,"CRESTED BUTTE, CO US",6/9/69,23.3,0.6,18.3
USC00051959,"CRESTED BUTTE, CO US",6/10/69,18.9,3.9,10
USC00051959,"CRESTED BUTTE, CO US",6/11/69,14.4,0.6,7.2
USC00051959,"CRESTED BUTTE, CO US",6/12/69,15,-2.2,11.1
USC00051959,"CRESTED BUTTE, CO US",6/13/69,16.7,-1.1,12.8
USC00051959,"CRESTED BUTTE, CO US",6/14/69,16.1,2.2,13.9
USC00051959,"CRESTED BUTTE, CO US",6/15/69,16.1,4.4,6.7
USC00051959,"CRESTED BUTTE, CO US",6/16/69,16.7,3.3,8.3
USC00051959,"CRESTED BUTTE, CO US",6/17/69,13.3,4.4,10
USC00051959,"CRESTED BUTTE, CO US",6/18/69,15,2.2,12.8
USC00051959,"CRESTED BUTTE, CO US",6/19/69,18.9,0,17.2
USC00051959,"CRESTED BUTTE, CO US",6/20/69,21.1,1.7,20
USC00051959,"CRESTED BUTTE, CO US",6/21/69,21.1,0,20
USC00051959,"CRESTED BUTTE, CO US",6/22/69,20.6,0,15.6
USC00051959,"CRESTED BUTTE, CO US",6/23/69,17.2,3.9,12.2
USC00051959,"CRESTED BUTTE, CO US",6/24/69,12.8,0.6,2.8
USC00051959,"CRESTED BUTTE, CO US",6/25/69,7.8,0,7.2
USC00051959,"CRESTED BUTTE, CO US",6/26/69,8.3,-0.6,6.7
USC00051959,"CRESTED BUTTE, CO US",6/27/69,19.4,-3.9,18.3
USC00051959,"CRESTED BUTTE, CO US",6/28/69,22.8,0.6,21.7
USC00051959,"CRESTED BUTTE, CO US",6/29/69,22.2,0.6,20.6
USC00051959,"CRESTED BUTTE, CO US",6/30/69,22.2,0,20.6
USC00051959,"CRESTED BUTTE, CO US",7/1/69,26.1,1.1,22.2
USC00051959,"CRESTED BUTTE, CO US",7/2/69,26.1,3.3,23.9
USC00051959,"CRESTED BUTTE, CO US",7/3/69,25,4.4,21.7
USC00051959,"CRESTED BUTTE, CO US",7/4/69,23.9,7.2,12.8
USC00051959,"CRESTED BUTTE, CO US",7/5/69,20.6,2.2,19.4
USC00051959,"CRESTED BUTTE, CO US",7/6/69,23.3,5.6,20.6
USC00051959,"CRESTED BUTTE, CO US",7/7/69,22.2,0.6,20.6
USC00051959,"CRESTED BUTTE, CO US",7/8/69,24.4,-0.6,21.1
USC00051959,"CRESTED BUTTE, CO US",7/9/69,24.4,2.8,22.2
USC00051959,"CRESTED BUTTE, CO US",7/10/69,25,4.4,21.7
USC00051959,"CRESTED BUTTE, CO US",7/11/69,26.1,3.3,21.7
USC00051959,"CRESTED BUTTE, CO US",7/12/69,22.8,6.7,16.7
USC00051959,"CRESTED BUTTE, CO US",7/13/69,27.2,4.4,20.6
USC00051959,"CRESTED BUTTE, CO US",7/14/69,21.7,6.1,15
USC00051959,"CRESTED BUTTE, CO US",7/15/69,25,5,23.9
USC00051959,"CRESTED BUTTE, CO US",7/16/69,25.6,5,17.8
USC00051959,"CRESTED BUTTE, CO US",7/17/69,23.9,7.8,15.6
USC00051959,"CRESTED BUTTE, CO US",7/18/69,25,9.4,20.6
USC00051959,"CRESTED BUTTE, CO US",7/19/69,22.8,10,16.7
USC00051959,"CRESTED BUTTE, CO US",7/20/69,19.4,10,18.3
USC00051959,"CRESTED BUTTE, CO US",7/21/69,22.8,6.7,20.6
USC00051959,"CRESTED BUTTE, CO US",7/22/69,24.4,3.9,22.2
USC00051959,"CRESTED BUTTE, CO US",7/23/69,26.1,5,22.8
USC00051959,"CRESTED BUTTE, CO US",7/24/69,26.1,7.2,18.3
USC00051959,"CRESTED BUTTE, CO US",7/25/69,25,6.7,22.2
USC00051959,"CRESTED BUTTE, CO US",7/26/69,25,5.6,21.1
USC00051959,"CRESTED BUTTE, CO US",7/27/69,26.7,5.6,25
USC00051959,"CRESTED BUTTE, CO US",7/28/69,27.2,5.6,26.1
USC00051959,"CRESTED BUTTE, CO US",7/29/69,26.7,5,23.9
USC00051959,"CRESTED BUTTE, CO US",7/30/69,24.4,10.6,20
USC00051959,"CRESTED BUTTE, CO US",7/31/69,24.4,7.8,23.3
USC00051959,"CRESTED BUTTE, CO US",8/1/69,25.6,6.7,23.9
USC00051959,"CRESTED BUTTE, CO US",8/2/69,27.8,5,26.1
USC00051959,"CRESTED BUTTE, CO US",8/3/69,26.7,7.2,23.9
USC00051959,"CRESTED BUTTE, CO US",8/4/69,26.7,7.8,24.4
USC00051959,"CRESTED BUTTE, CO US",8/5/69,26.7,7.8,23.3
USC00051959,"CRESTED BUTTE, CO US",8/6/69,26.7,6.7,25.6
USC00051959,"CRESTED BUTTE, CO US",8/7/69,27.8,4.4,26.7
USC00051959,"CRESTED BUTTE, CO US",8/8/69,28.3,3.9,26.7
USC00051959,"CRESTED BUTTE, CO US",8/9/69,30,6.1,23.9
USC00051959,"CRESTED BUTTE, CO US",8/10/69,27.8,6.1,18.3
USC00051959,"CRESTED BUTTE, CO US",8/11/69,25.6,4.4,23.9
USC00051959,"CRESTED BUTTE, CO US",8/12/69,25,5.6,12.2
USC00051959,"CRESTED BUTTE, CO US",8/13/69,23.3,6.1,18.9
USC00051959,"CRESTED BUTTE, CO US",8/14/69,22.2,7.8,21.1
USC00051959,"CRESTED BUTTE, CO US",8/15/69,24.4,3.3,23.3
USC00051959,"CRESTED BUTTE, CO US",8/16/69,26.1,3.9,24.4
USC00051959,"CRESTED BUTTE, CO US",8/17/69,25.6,4.4,16.7
USC00051959,"CRESTED BUTTE, CO US",8/18/69,18.9,4.4,15.6
USC00051959,"CRESTED BUTTE, CO US",8/19/69,20.6,7.2,17.8
USC00051959,"CRESTED BUTTE, CO US",8/20/69,21.7,2.8,17.8
USC00051959,"CRESTED BUTTE, CO US",8/21/69,23.3,2.2,20.6
USC00051959,"CRESTED BUTTE, CO US",8/22/69,26.1,5.6,23.3
USC00051959,"CRESTED BUTTE, CO US",8/23/69,26.1,7.2,23.3
USC00051959,"CRESTED BUTTE, CO US",8/24/69,24.4,2.8,22.8
USC00051959,"CRESTED BUTTE, CO US",8/25/69,25.6,4.4,22.8
USC00051959,"CRESTED BUTTE, CO US",8/26/69,26.7,4.4,23.9
USC00051959,"CRESTED BUTTE, CO US",8/27/69,26.7,4.4,23.9
USC00051959,"CRESTED BUTTE, CO US",8/28/69,25.6,6.7,14.4
USC00051959,"CRESTED BUTTE, CO US",8/29/69,19.4,7.8,13.3
USC00051959,"CRESTED BUTTE, CO US",8/30/69,22.2,5,18.3
USC00051959,"CRESTED BUTTE, CO US",8/31/69,22.2,2.2,20
USC00051959,"CRESTED BUTTE, CO US",9/1/69,23.3,2.2,16.1
USC00051959,"CRESTED BUTTE, CO US",9/2/69,23.3,1.1,20.6
USC00051959,"CRESTED BUTTE, CO US",9/3/69,22.2,2.2,20.6
USC00051959,"CRESTED BUTTE, CO US",9/4/69,21.1,6.1,17.2
USC00051959,"CRESTED BUTTE, CO US",9/5/69,21.1,5,19.4
USC00051959,"CRESTED BUTTE, CO US",9/6/69,23.9,2.2,19.4
USC00051959,"CRESTED BUTTE, CO US",9/7/69,22.8,2.2,12.2
USC00051959,"CRESTED BUTTE, CO US",9/8/69,18.3,1.7,10
USC00051959,"CRESTED BUTTE, CO US",9/9/69,16.7,5,14.4
USC00051959,"CRESTED BUTTE, CO US",9/10/69,18.9,1.1,16.7
USC00051959,"CRESTED BUTTE, CO US",9/11/69,20.6,3.9,16.1
USC00051959,"CRESTED BUTTE, CO US",9/12/69,19.4,4.4,16.7
USC00051959,"CRESTED BUTTE, CO US",9/13/69,19.4,1.1,8.9
USC00051959,"CRESTED BUTTE, CO US",9/14/69,18.9,-1.1,16.7
USC00051959,"CRESTED BUTTE, CO US",9/15/69,17.8,1.7,14.4
USC00051959,"CRESTED BUTTE, CO US",9/16/69,16.1,2.2,8.9
USC00051959,"CRESTED BUTTE, CO US",9/17/69,13.3,-0.6,8.3
USC00051959,"CRESTED BUTTE, CO US",9/18/69,18.9,-2.8,17.8
USC00051959,"CRESTED BUTTE, CO US",9/19/69,18.3,1.1,17.2
USC00051959,"CRESTED BUTTE, CO US",9/20/69,17.2,2.2,7.2
USC00051959,"CRESTED BUTTE, CO US",9/21/69,13.9,3.3,7.2
USC00051959,"CRESTED BUTTE, CO US",9/22/69,10.6,2.8,9.4
USC00051959,"CRESTED BUTTE, CO US",9/23/69,17.2,-4.4,13.9
USC00051959,"CRESTED BUTTE, CO US",9/24/69,17.2,-3.9,15
USC00051959,"CRESTED BUTTE, CO US",9/25/69,18.9,-2.8,16.1
USC00051959,"CRESTED BUTTE, CO US",9/26/69,20,-2.8,17.8
USC00051959,"CRESTED BUTTE, CO US",9/27/69,20,9.4,18.9
USC00051959,"CRESTED BUTTE, CO US",9/28/69,20.6,1.7,13.3
USC00051959,"CRESTED BUTTE, CO US",9/29/69,23.9,-1.7,18.3
USC00051959,"CRESTED BUTTE, CO US",9/30/69,18.9,1.7,7.8
USC00051959,"CRESTED BUTTE, CO US",10/1/69,16.1,-1.1,13.3
USC00051959,"CRESTED BUTTE, CO US",10/2/69,15.6,-3.3,12.8
USC00051959,"CRESTED BUTTE, CO US",10/3/69,12.8,-1.1,1.1
USC00051959,"CRESTED BUTTE, CO US",10/4/69,1.1,-3.3,-1.1
USC00051959,"CRESTED BUTTE, CO US",10/5/69,2.8,-6.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",10/6/69,5.6,-8.9,1.7
USC00051959,"CRESTED BUTTE, CO US",10/7/69,8.9,-8.3,6.7
USC00051959,"CRESTED BUTTE, CO US",10/8/69,13.3,-7.8,10.6
USC00051959,"CRESTED BUTTE, CO US",10/9/69,11.1,-1.1,6.1
USC00051959,"CRESTED BUTTE, CO US",10/10/69,5.6,-1.1,1.7
USC00051959,"CRESTED BUTTE, CO US",10/11/69,2.8,-6.7,-2.8
USC00051959,"CRESTED BUTTE, CO US",10/12/69,0.6,-8.3,-3.9
USC00051959,"CRESTED BUTTE, CO US",10/13/69,5,-8.3,1.1
USC00051959,"CRESTED BUTTE, CO US",10/14/69,6.1,-13.3,2.8
USC00051959,"CRESTED BUTTE, CO US",10/15/69,3.3,-5,-0.6
USC00051959,"CRESTED BUTTE, CO US",10/16/69,0,-11.1,-1.7
USC00051959,"CRESTED BUTTE, CO US",10/17/69,7.8,-3.3,3.3
USC00051959,"CRESTED BUTTE, CO US",10/18/69,5,-3.9,1.7
USC00051959,"CRESTED BUTTE, CO US",10/19/69,3.3,-2.2,1.1
USC00051959,"CRESTED BUTTE, CO US",10/20/69,7.2,-15,3.3
USC00051959,"CRESTED BUTTE, CO US",10/21/69,6.7,-12.8,3.3
USC00051959,"CRESTED BUTTE, CO US",10/22/69,5,-5,2.2
USC00051959,"CRESTED BUTTE, CO US",10/23/69,4.4,-0.6,2.8
USC00051959,"CRESTED BUTTE, CO US",10/24/69,8.9,-8.3,5
USC00051959,"CRESTED BUTTE, CO US",10/25/69,7.2,-9.4,5
USC00051959,"CRESTED BUTTE, CO US",10/26/69,11.7,-7.8,5
USC00051959,"CRESTED BUTTE, CO US",10/27/69,8.9,-7.2,4.4
USC00051959,"CRESTED BUTTE, CO US",10/28/69,5.6,-5,0.6
USC00051959,"CRESTED BUTTE, CO US",10/29/69,0.6,-9.4,-5
USC00051959,"CRESTED BUTTE, CO US",10/30/69,0.6,-8.9,-1.7
USC00051959,"CRESTED BUTTE, CO US",10/31/69,2.8,-16.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/1/69,2.2,-3.3,-3.3
USC00051959,"CRESTED BUTTE, CO US",11/2/69,-1.1,-18.3,-16.7
USC00051959,"CRESTED BUTTE, CO US",11/3/69,3.9,-21.1,0
USC00051959,"CRESTED BUTTE, CO US",11/4/69,6.1,-15,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/5/69,6.1,-13.9,1.7
USC00051959,"CRESTED BUTTE, CO US",11/6/69,8.3,-12.2,1.7
USC00051959,"CRESTED BUTTE, CO US",11/7/69,9.4,-12.2,6.7
USC00051959,"CRESTED BUTTE, CO US",11/8/69,7.8,-15,-1.1
USC00051959,"CRESTED BUTTE, CO US",11/9/69,1.7,-10,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/10/69,4.4,-3.9,2.2
USC00051959,"CRESTED BUTTE, CO US",11/11/69,3.9,-10,1.7
USC00051959,"CRESTED BUTTE, CO US",11/12/69,2.8,-3.9,1.7
USC00051959,"CRESTED BUTTE, CO US",11/13/69,2.8,-2.8,1.1
USC00051959,"CRESTED BUTTE, CO US",11/14/69,5,-7.2,0
USC00051959,"CRESTED BUTTE, CO US",11/15/69,3.9,-8.3,0.6
USC00051959,"CRESTED BUTTE, CO US",11/16/69,2.2,-3.3,-1.7
USC00051959,"CRESTED BUTTE, CO US",11/17/69,-1.1,-11.7,-11.7
USC00051959,"CRESTED BUTTE, CO US",11/18/69,-9.4,-20.6,-12.8
USC00051959,"CRESTED BUTTE, CO US",11/19/69,-3.3,-27.2,-10
USC00051959,"CRESTED BUTTE, CO US",11/20/69,1.1,-20.6,-6.1
USC00051959,"CRESTED BUTTE, CO US",11/21/69,1.7,-18.3,-2.8
USC00051959,"CRESTED BUTTE, CO US",11/22/69,3.9,-11.7,-2.2
USC00051959,"CRESTED BUTTE, CO US",11/23/69,5,-16.1,-2.8
USC00051959,"CRESTED BUTTE, CO US",11/24/69,1.7,-19.4,-6.1
USC00051959,"CRESTED BUTTE, CO US",11/25/69,2.8,-18.9,-3.9
USC00051959,"CRESTED BUTTE, CO US",11/26/69,2.2,-18.3,-4.4
