STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00051959,"CRESTED BUTTE, CO US",1/1/65,-5,-11.1,-10
USC00051959,"CRESTED BUTTE, CO US",1/2/65,-10,-29.4,-20
USC00051959,"CRESTED BUTTE, CO US",1/3/65,-6.7,-26.7,-12.8
USC00051959,"CRESTED BUTTE, CO US",1/4/65,-2.8,-15,-9.4
USC00051959,"CRESTED BUTTE, CO US",1/5/65,-3.9,-16.1,-5
USC00051959,"CRESTED BUTTE, CO US",1/6/65,-3.3,-16.1,-4.4
USC00051959,"CRESTED BUTTE, CO US",1/7/65,0,-7.8,-1.7
USC00051959,"CRESTED BUTTE, CO US",1/8/65,1.1,-8.9,-3.9
USC00051959,"CRESTED BUTTE, CO US",1/9/65,-3.3,-12.2,-4.4
USC00051959,"CRESTED BUTTE, CO US",1/10/65,-2.8,-22.2,-11.7
USC00051959,"CRESTED BUTTE, CO US",1/11/65,-3.9,-17.8,-5
USC00051959,"CRESTED BUTTE, CO US",1/12/65,-1.7,-9.4,-5
USC00051959,"CRESTED BUTTE, CO US",1/13/65,-1.7,-20.6,-2.8
USC00051959,"CRESTED BUTTE, CO US",1/14/65,1.1,-12.2,-0.6
USC00051959,"CRESTED BUTTE, CO US",1/15/65,1.1,-11.1,-5
USC00051959,"CRESTED BUTTE, CO US",1/16/65,-1.1,-18.9,-6.7
USC00051959,"CRESTED BUTTE, CO US",1/17/65,-0.6,-20,-8.3
USC00051959,"CRESTED BUTTE, CO US",1/18/65,-2.8,-23.9,-10
USC00051959,"CRESTED BUTTE, CO US",1/19/65,-2.2,-17.8,-7.8
USC00051959,"CRESTED BUTTE, CO US",1/20/65,0.6,-19.4,-3.9
USC00051959,"CRESTED BUTTE, CO US",1/21/65,-2.8,-16.1,-5
USC00051959,"CRESTED BUTTE, CO US",1/22/65,-4.4,-12.2,-10.6
USC00051959,"CRESTED BUTTE, CO US",1/23/65,-2.8,-15,-6.7
USC00051959,"CRESTED BUTTE, CO US",1/24/65,-1.7,-14.4,-2.2
USC00051959,"CRESTED BUTTE, CO US",1/25/65,-1.7,-11.7,-11.7
USC00051959,"CRESTED BUTTE, CO US",1/26/65,-8.9,-17.8,-12.2
USC00051959,"CRESTED BUTTE, CO US",1/27/65,-3.9,-22.2,-12.8
USC00051959,"CRESTED BUTTE, CO US",1/28/65,-3.9,-12.8,-5.6
USC00051959,"CRESTED BUTTE, CO US",1/29/65,0.6,-6.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",1/30/65,2.8,-2.8,1.1
USC00051959,"CRESTED BUTTE, CO US",1/31/65,2.8,0,0.6
USC00051959,"CRESTED BUTTE, CO US",2/1/65,0.6,-10.6,-8.3
USC00051959,"CRESTED BUTTE, CO US",2/2/65,1.7,-22.2,-3.3
USC00051959,"CRESTED BUTTE, CO US",2/3/65,0.6,-18.3,-5.6
USC00051959,"CRESTED BUTTE, CO US",2/4/65,0.6,-18.9,-5.6
USC00051959,"CRESTED BUTTE, CO US",2/5/65,0.6,-18.9,-5
USC00051959,"CRESTED BUTTE, CO US",2/6/65,1.1,-11.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",2/7/65,0.6,-10,-2.2
USC00051959,"CRESTED BUTTE, CO US",2/8/65,-1.1,-8.9,-3.9
USC00051959,"CRESTED BUTTE, CO US",2/9/65,-2.8,-17.2,-6.7
USC00051959,"CRESTED BUTTE, CO US",2/10/65,-6.1,-10.6,-10
USC00051959,"CRESTED BUTTE, CO US",2/11/65,-8.9,-21.1,-14.4
USC00051959,"CRESTED BUTTE, CO US",2/12/65,-12.2,-27.8,-15
USC00051959,"CRESTED BUTTE, CO US",2/13/65,-10.6,-32.2,-17.2
USC00051959,"CRESTED BUTTE, CO US",2/14/65,-7.2,-18.9,-10.6
USC00051959,"CRESTED BUTTE, CO US",2/15/65,-3.3,-21.1,-8.3
USC00051959,"CRESTED BUTTE, CO US",2/16/65,-7.2,-28.3,-12.2
USC00051959,"CRESTED BUTTE, CO US",2/17/65,-2.2,-23.9,-7.8
USC00051959,"CRESTED BUTTE, CO US",2/18/65,0,-21.7,-5
USC00051959,"CRESTED BUTTE, CO US",2/19/65,0,-20.6,-5.6
USC00051959,"CRESTED BUTTE, CO US",2/20/65,1.7,-18.9,-0.6
USC00051959,"CRESTED BUTTE, CO US",2/21/65,0,-20,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/22/65,1.1,-11.7,-2.8
USC00051959,"CRESTED BUTTE, CO US",2/23/65,-2.2,-11.1,-9.4
USC00051959,"CRESTED BUTTE, CO US",2/24/65,-6.1,-22.2,-7.2
USC00051959,"CRESTED BUTTE, CO US",2/25/65,-2.2,-22.8,-6.1
USC00051959,"CRESTED BUTTE, CO US",2/26/65,0.6,-20,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/27/65,2.2,-17.8,0
USC00051959,"CRESTED BUTTE, CO US",2/28/65,1.7,-7.2,-5
USC00051959,"CRESTED BUTTE, CO US",3/1/65,-4.4,-20,-9.4
USC00051959,"CRESTED BUTTE, CO US",3/2/65,-8.9,-28.3,-15
USC00051959,"CRESTED BUTTE, CO US",3/3/65,-11.7,-31.7,-13.9
USC00051959,"CRESTED BUTTE, CO US",3/4/65,-6.7,-28.9,-11.7
USC00051959,"CRESTED BUTTE, CO US",3/5/65,-2.2,-25.6,-8.3
USC00051959,"CRESTED BUTTE, CO US",3/6/65,1.7,-20.6,-3.3
USC00051959,"CRESTED BUTTE, CO US",3/7/65,1.1,-20.6,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/8/65,1.1,-19.4,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/9/65,1.7,-17.8,-1.1
USC00051959,"CRESTED BUTTE, CO US",3/10/65,0.6,-6.1,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/11/65,1.1,-11.1,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/12/65,1.7,-6.7,-2.8
USC00051959,"CRESTED BUTTE, CO US",3/13/65,2.2,-10,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/14/65,1.1,-9.4,-1.7
USC00051959,"CRESTED BUTTE, CO US",3/15/65,2.8,-11.7,-2.8
USC00051959,"CRESTED BUTTE, CO US",3/16/65,0.6,-15.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",3/17/65,-1.1,-6.7,-5.6
USC00051959,"CRESTED BUTTE, CO US",3/18/65,-5,-15,-8.9
USC00051959,"CRESTED BUTTE, CO US",3/19/65,-6.7,-20.6,-9.4
USC00051959,"CRESTED BUTTE, CO US",3/20/65,-5,-22.2,-6.7
USC00051959,"CRESTED BUTTE, CO US",3/21/65,1.7,-11.1,0.6
USC00051959,"CRESTED BUTTE, CO US",3/22/65,3.9,-8.9,1.7
USC00051959,"CRESTED BUTTE, CO US",3/23/65,2.2,-3.9,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/24/65,0.6,-5.6,-3.9
USC00051959,"CRESTED BUTTE, CO US",3/25/65,-2.8,-13.3,-8.3
USC00051959,"CRESTED BUTTE, CO US",3/26/65,-2.2,-11.1,-2.8
USC00051959,"CRESTED BUTTE, CO US",3/27/65,2.8,-4.4,2.2
USC00051959,"CRESTED BUTTE, CO US",3/28/65,2.8,-5,1.1
USC00051959,"CRESTED BUTTE, CO US",3/29/65,6.7,-6.7,4.4
USC00051959,"CRESTED BUTTE, CO US",3/30/65,8.3,-12.2,3.3
USC00051959,"CRESTED BUTTE, CO US",3/31/65,7.8,-10.6,3.9
USC00051959,"CRESTED BUTTE, CO US",4/1/65,7.8,-7.8,1.7
USC00051959,"CRESTED BUTTE, CO US",4/2/65,8.3,-6.7,1.1
USC00051959,"CRESTED BUTTE, CO US",4/3/65,6.7,-7.2,0.6
USC00051959,"CRESTED BUTTE, CO US",4/4/65,3.3,-6.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",4/5/65,1.7,-1.7,-1.1
USC00051959,"CRESTED BUTTE, CO US",4/6/65,6.1,-5.6,2.2
USC00051959,"CRESTED BUTTE, CO US",4/7/65,3.9,-6.7,0
USC00051959,"CRESTED BUTTE, CO US",4/8/65,6.7,-7.2,2.8
USC00051959,"CRESTED BUTTE, CO US",4/9/65,3.9,-1.7,0
USC00051959,"CRESTED BUTTE, CO US",4/10/65,1.1,-10,-4.4
USC00051959,"CRESTED BUTTE, CO US",4/11/65,-2.2,-10.6,-4.4
USC00051959,"CRESTED BUTTE, CO US",4/12/65,4.4,-15.6,3.9
USC00051959,"CRESTED BUTTE, CO US",4/13/65,5,-7.8,1.7
USC00051959,"CRESTED BUTTE, CO US",4/14/65,2.2,-11.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",4/15/65,5,-12.8,3.3
USC00051959,"CRESTED BUTTE, CO US",4/16/65,7.8,-10.6,6.7
USC00051959,"CRESTED BUTTE, CO US",4/17/65,7.2,-7.2,6.1
USC00051959,"CRESTED BUTTE, CO US",4/18/65,6.7,0,3.3
USC00051959,"CRESTED BUTTE, CO US",4/19/65,8.9,-6.1,7.8
USC00051959,"CRESTED BUTTE, CO US",4/20/65,12.8,1.7,11.7
USC00051959,"CRESTED BUTTE, CO US",4/21/65,15,-2.8,12.8
USC00051959,"CRESTED BUTTE, CO US",4/22/65,14.4,-5,12.2
USC00051959,"CRESTED BUTTE, CO US",4/23/65,13.9,-3.3,8.9
USC00051959,"CRESTED BUTTE, CO US",4/24/65,9.4,-4.4,5
USC00051959,"CRESTED BUTTE, CO US",4/25/65,9.4,-7.2,7.2
USC00051959,"CRESTED BUTTE, CO US",4/26/65,8.3,-2.2,3.9
USC00051959,"CRESTED BUTTE, CO US",4/27/65,6.1,-2.2,3.3
USC00051959,"CRESTED BUTTE, CO US",4/28/65,8.9,-3.9,7.8
USC00051959,"CRESTED BUTTE, CO US",4/29/65,13.3,-7.2,12.2
USC00051959,"CRESTED BUTTE, CO US",4/30/65,16.1,-6.1,12.8
USC00051959,"CRESTED BUTTE, CO US",5/1/65,17.2,-6.1,12.8
USC00051959,"CRESTED BUTTE, CO US",5/2/65,16.1,0,14.4
USC00051959,"CRESTED BUTTE, CO US",5/3/65,16.1,-2.2,14.4
USC00051959,"CRESTED BUTTE, CO US",5/4/65,15.6,-3.3,12.2
USC00051959,"CRESTED BUTTE, CO US",5/5/65,13.3,-2.2,7.8
USC00051959,"CRESTED BUTTE, CO US",5/6/65,12.2,-2.8,5.6
USC00051959,"CRESTED BUTTE, CO US",5/7/65,13.3,-2.2,12.2
USC00051959,"CRESTED BUTTE, CO US",5/8/65,12.8,-6.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",5/9/65,8.3,-7.8,6.1
USC00051959,"CRESTED BUTTE, CO US",5/10/65,8.9,-2.2,1.1
USC00051959,"CRESTED BUTTE, CO US",5/11/65,12.2,-5,11.1
USC00051959,"CRESTED BUTTE, CO US",5/12/65,12.8,-3.9,8.9
USC00051959,"CRESTED BUTTE, CO US",5/13/65,12.2,1.1,6.7
USC00051959,"CRESTED BUTTE, CO US",5/14/65,10.6,-2.2,5.6
USC00051959,"CRESTED BUTTE, CO US",5/15/65,11.7,0,9.4
USC00051959,"CRESTED BUTTE, CO US",5/16/65,14.4,-3.3,13.3
USC00051959,"CRESTED BUTTE, CO US",5/17/65,18.3,-1.1,16.7
USC00051959,"CRESTED BUTTE, CO US",5/18/65,17.2,1.1,13.3
USC00051959,"CRESTED BUTTE, CO US",5/19/65,18.9,0,17.2
USC00051959,"CRESTED BUTTE, CO US",5/20/65,18.3,1.1,17.2
USC00051959,"CRESTED BUTTE, CO US",5/21/65,20.6,-0.6,19.4
USC00051959,"CRESTED BUTTE, CO US",5/22/65,20,2.2,17.8
USC00051959,"CRESTED BUTTE, CO US",5/23/65,18.3,3.9,9.4
USC00051959,"CRESTED BUTTE, CO US",5/24/65,9.4,-2.8,5.6
USC00051959,"CRESTED BUTTE, CO US",5/25/65,7.2,-1.7,0.6
USC00051959,"CRESTED BUTTE, CO US",5/26/65,5.6,-2.2,3.3
USC00051959,"CRESTED BUTTE, CO US",5/27/65,5.6,-2.8,1.7
USC00051959,"CRESTED BUTTE, CO US",5/28/65,12.2,-6.1,11.1
USC00051959,"CRESTED BUTTE, CO US",5/29/65,17.8,-2.8,15.6
USC00051959,"CRESTED BUTTE, CO US",5/30/65,18.3,-1.7,15.6
USC00051959,"CRESTED BUTTE, CO US",5/31/65,16.7,-0.6,12.8
USC00051959,"CRESTED BUTTE, CO US",6/1/65,15,1.7,11.1
USC00051959,"CRESTED BUTTE, CO US",6/2/65,17.8,-1.1,15.6
USC00051959,"CRESTED BUTTE, CO US",6/3/65,18.3,0.6,15
USC00051959,"CRESTED BUTTE, CO US",6/4/65,16.7,-0.6,8.9
USC00051959,"CRESTED BUTTE, CO US",6/5/65,12.2,3.9,10.6
USC00051959,"CRESTED BUTTE, CO US",6/6/65,17.8,-1.7,16.7
USC00051959,"CRESTED BUTTE, CO US",6/7/65,19.4,3.3,15.6
USC00051959,"CRESTED BUTTE, CO US",6/8/65,21.7,1.7,19.4
USC00051959,"CRESTED BUTTE, CO US",6/9/65,20,5,11.1
USC00051959,"CRESTED BUTTE, CO US",6/10/65,17.8,1.7,12.2
USC00051959,"CRESTED BUTTE, CO US",6/11/65,15,3.9,4.4
USC00051959,"CRESTED BUTTE, CO US",6/12/65,15.6,0,12.8
USC00051959,"CRESTED BUTTE, CO US",6/13/65,19.4,7.8,16.7
USC00051959,"CRESTED BUTTE, CO US",6/14/65,21.1,1.7,18.9
USC00051959,"CRESTED BUTTE, CO US",6/15/65,22.2,1.7,18.3
USC00051959,"CRESTED BUTTE, CO US",6/16/65,18.9,7.2,18.3
USC00051959,"CRESTED BUTTE, CO US",6/17/65,21.1,0,18.3
USC00051959,"CRESTED BUTTE, CO US",6/18/65,18.3,-1.1,13.9
USC00051959,"CRESTED BUTTE, CO US",6/19/65,20,1.7,18.3
USC00051959,"CRESTED BUTTE, CO US",6/20/65,21.7,0.6,20.6
USC00051959,"CRESTED BUTTE, CO US",6/21/65,21.1,0.6,20.6
USC00051959,"CRESTED BUTTE, CO US",6/22/65,22.2,0.6,20.6
USC00051959,"CRESTED BUTTE, CO US",6/23/65,24.4,3.9,15.6
USC00051959,"CRESTED BUTTE, CO US",6/24/65,20.6,6.1,15.6
USC00051959,"CRESTED BUTTE, CO US",6/25/65,20,3.3,16.1
USC00051959,"CRESTED BUTTE, CO US",6/26/65,17.2,-0.6,11.1
USC00051959,"CRESTED BUTTE, CO US",6/27/65,19.4,-1.7,16.7
USC00051959,"CRESTED BUTTE, CO US",6/28/65,22.8,-0.6,20
USC00051959,"CRESTED BUTTE, CO US",6/29/65,23.9,0.6,22.2
USC00051959,"CRESTED BUTTE, CO US",6/30/65,23.3,1.7,20
USC00051959,"CRESTED BUTTE, CO US",7/1/65,21.1,3.9,16.1
USC00051959,"CRESTED BUTTE, CO US",7/2/65,22.8,3.9,21.1
USC00051959,"CRESTED BUTTE, CO US",7/3/65,23.3,3.9,21.1
USC00051959,"CRESTED BUTTE, CO US",7/4/65,24.4,1.7,23.3
USC00051959,"CRESTED BUTTE, CO US",7/5/65,25,3.3,22.8
USC00051959,"CRESTED BUTTE, CO US",7/6/65,24.4,2.8,23.3
USC00051959,"CRESTED BUTTE, CO US",7/7/65,24.4,3.9,15.6
USC00051959,"CRESTED BUTTE, CO US",7/8/65,23.9,4.4,15
USC00051959,"CRESTED BUTTE, CO US",7/9/65,23.3,1.1,18.3
USC00051959,"CRESTED BUTTE, CO US",7/10/65,23.3,2.8,20
USC00051959,"CRESTED BUTTE, CO US",7/11/65,23.3,7.8,15.6
USC00051959,"CRESTED BUTTE, CO US",7/12/65,17.8,6.7,15.6
USC00051959,"CRESTED BUTTE, CO US",7/13/65,22.8,4.4,21.1
USC00051959,"CRESTED BUTTE, CO US",7/14/65,22.8,3.9,21.7
USC00051959,"CRESTED BUTTE, CO US",7/15/65,23.3,5,22.2
USC00051959,"CRESTED BUTTE, CO US",7/16/65,24.4,6.1,12.2
USC00051959,"CRESTED BUTTE, CO US",7/17/65,23.9,5,21.1
USC00051959,"CRESTED BUTTE, CO US",7/18/65,23.3,10,21.7
USC00051959,"CRESTED BUTTE, CO US",7/19/65,22.8,8.3,20.6
USC00051959,"CRESTED BUTTE, CO US",7/20/65,21.7,6.1,12.8
USC00051959,"CRESTED BUTTE, CO US",7/21/65,25,5.6,20
USC00051959,"CRESTED BUTTE, CO US",7/22/65,25,6.7,21.1
USC00051959,"CRESTED BUTTE, CO US",7/23/65,23.3,7.2,19.4
USC00051959,"CRESTED BUTTE, CO US",7/24/65,23.9,8.3,15.6
USC00051959,"CRESTED BUTTE, CO US",7/25/65,22.8,8.9,13.3
USC00051959,"CRESTED BUTTE, CO US",7/26/65,22.2,7.8,21.1
USC00051959,"CRESTED BUTTE, CO US",7/27/65,21.7,10.6,15
USC00051959,"CRESTED BUTTE, CO US",7/28/65,26.1,3.9,23.3
USC00051959,"CRESTED BUTTE, CO US",7/29/65,25,6.7,22.8
USC00051959,"CRESTED BUTTE, CO US",7/30/65,23.9,7.2,18.3
USC00051959,"CRESTED BUTTE, CO US",7/31/65,20,8.9,12.8
USC00051959,"CRESTED BUTTE, CO US",8/1/65,19.4,4.4,18.3
USC00051959,"CRESTED BUTTE, CO US",8/2/65,19.4,8.3,18.9
USC00051959,"CRESTED BUTTE, CO US",8/3/65,21.7,5,20.6
USC00051959,"CRESTED BUTTE, CO US",8/4/65,21.7,6.7,18.9
USC00051959,"CRESTED BUTTE, CO US",8/5/65,20.6,2.8,13.3
USC00051959,"CRESTED BUTTE, CO US",8/6/65,20.6,0,20
USC00051959,"CRESTED BUTTE, CO US",8/7/65,23.3,1.7,21.7
USC00051959,"CRESTED BUTTE, CO US",8/8/65,23.3,3.9,21.7
USC00051959,"CRESTED BUTTE, CO US",8/9/65,26.7,2.8,23.9
USC00051959,"CRESTED BUTTE, CO US",8/10/65,25,3.9,17.8
USC00051959,"CRESTED BUTTE, CO US",8/11/65,27.8,3.3,24.4
USC00051959,"CRESTED BUTTE, CO US",8/12/65,26.1,4.4,20.6
USC00051959,"CRESTED BUTTE, CO US",8/13/65,25.6,4.4,11.7
USC00051959,"CRESTED BUTTE, CO US",8/14/65,22.8,3.9,15
USC00051959,"CRESTED BUTTE, CO US",8/15/65,21.1,5,16.7
USC00051959,"CRESTED BUTTE, CO US",8/16/65,22.2,4.4,16.7
USC00051959,"CRESTED BUTTE, CO US",8/17/65,19.4,7.8,15.6
USC00051959,"CRESTED BUTTE, CO US",8/18/65,19.4,9.4,12.8
USC00051959,"CRESTED BUTTE, CO US",8/19/65,18.3,7.8,17.8
USC00051959,"CRESTED BUTTE, CO US",8/20/65,18.3,4.4,15.6
USC00051959,"CRESTED BUTTE, CO US",8/21/65,20,0.6,10
USC00051959,"CRESTED BUTTE, CO US",8/22/65,19.4,3.9,17.8
USC00051959,"CRESTED BUTTE, CO US",8/23/65,19.4,3.9,18.9
USC00051959,"CRESTED BUTTE, CO US",8/24/65,21.7,1.1,20.6
USC00051959,"CRESTED BUTTE, CO US",8/25/65,22.8,0.6,21.7
USC00051959,"CRESTED BUTTE, CO US",8/26/65,22.8,2.2,20.6
USC00051959,"CRESTED BUTTE, CO US",8/27/65,23.3,-1.7,22.2
USC00051959,"CRESTED BUTTE, CO US",8/28/65,23.3,-0.6,16.1
USC00051959,"CRESTED BUTTE, CO US",8/29/65,16.1,5,10
USC00051959,"CRESTED BUTTE, CO US",8/30/65,20,2.2,16.1
USC00051959,"CRESTED BUTTE, CO US",8/31/65,17.2,4.4,15.6
USC00051959,"CRESTED BUTTE, CO US",9/1/65,19.4,-2.2,17.2
USC00051959,"CRESTED BUTTE, CO US",9/2/65,18.3,2.8,16.7
USC00051959,"CRESTED BUTTE, CO US",9/3/65,17.2,2.8,8.3
USC00051959,"CRESTED BUTTE, CO US",9/4/65,18.3,0.6,15
USC00051959,"CRESTED BUTTE, CO US",9/5/65,17.8,1.7,5.6
USC00051959,"CRESTED BUTTE, CO US",9/6/65,20,4.4,17.8
USC00051959,"CRESTED BUTTE, CO US",9/7/65,18.9,3.3,15
USC00051959,"CRESTED BUTTE, CO US",9/8/65,17.8,5,14.4
USC00051959,"CRESTED BUTTE, CO US",9/9/65,17.8,2.8,16.7
USC00051959,"CRESTED BUTTE, CO US",9/10/65,18.3,3.9,15
USC00051959,"CRESTED BUTTE, CO US",9/11/65,18.3,-1.7,17.2
USC00051959,"CRESTED BUTTE, CO US",9/12/65,17.8,1.7,11.1
USC00051959,"CRESTED BUTTE, CO US",9/13/65,18.3,0,16.1
USC00051959,"CRESTED BUTTE, CO US",9/14/65,18.3,0.6,15.6
USC00051959,"CRESTED BUTTE, CO US",9/15/65,17.8,-3.3,15.6
USC00051959,"CRESTED BUTTE, CO US",9/16/65,18.3,0,16.7
USC00051959,"CRESTED BUTTE, CO US",9/17/65,16.7,7.2,7.8
USC00051959,"CRESTED BUTTE, CO US",9/18/65,15,3.3,6.7
USC00051959,"CRESTED BUTTE, CO US",9/19/65,13.9,1.1,6.7
USC00051959,"CRESTED BUTTE, CO US",9/20/65,9.4,-1.1,1.1
USC00051959,"CRESTED BUTTE, CO US",9/21/65,7.2,-6.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",9/22/65,7.8,-1.7,6.7
USC00051959,"CRESTED BUTTE, CO US",9/23/65,12.2,1.7,10
USC00051959,"CRESTED BUTTE, CO US",9/24/65,16.1,-3.9,13.9
USC00051959,"CRESTED BUTTE, CO US",9/25/65,16.1,-2.2,11.1
USC00051959,"CRESTED BUTTE, CO US",9/26/65,18.3,-0.6,15
USC00051959,"CRESTED BUTTE, CO US",9/27/65,18.3,0,14.4
USC00051959,"CRESTED BUTTE, CO US",9/28/65,17.2,1.7,10.6
USC00051959,"CRESTED BUTTE, CO US",9/29/65,16.7,-1.7,2.8
USC00051959,"CRESTED BUTTE, CO US",9/30/65,15.6,-5,5.6
USC00051959,"CRESTED BUTTE, CO US",10/1/65,16.1,-6.7,14.4
USC00051959,"CRESTED BUTTE, CO US",10/2/65,22.8,-5,20
USC00051959,"CRESTED BUTTE, CO US",10/3/65,22.2,-3.3,19.4
USC00051959,"CRESTED BUTTE, CO US",10/4/65,22.2,-3.9,17.8
USC00051959,"CRESTED BUTTE, CO US",10/5/65,18.3,-3.9,16.7
USC00051959,"CRESTED BUTTE, CO US",10/6/65,17.2,-2.8,15.6
USC00051959,"CRESTED BUTTE, CO US",10/7/65,18.9,-4.4,15
USC00051959,"CRESTED BUTTE, CO US",10/8/65,20.6,-4.4,17.2
USC00051959,"CRESTED BUTTE, CO US",10/9/65,22.2,-5,17.8
USC00051959,"CRESTED BUTTE, CO US",10/10/65,21.7,-3.9,17.2
USC00051959,"CRESTED BUTTE, CO US",10/11/65,21.7,-2.8,15
USC00051959,"CRESTED BUTTE, CO US",10/12/65,21.7,-5,12.8
USC00051959,"CRESTED BUTTE, CO US",10/13/65,17.2,-6.7,12.8
USC00051959,"CRESTED BUTTE, CO US",10/14/65,16.7,-3.9,13.9
USC00051959,"CRESTED BUTTE, CO US",10/15/65,18.9,-5,16.1
USC00051959,"CRESTED BUTTE, CO US",10/16/65,16.7,2.8,4.4
USC00051959,"CRESTED BUTTE, CO US",10/17/65,15.6,0.6,10
USC00051959,"CRESTED BUTTE, CO US",10/18/65,15.6,-0.6,3.3
USC00051959,"CRESTED BUTTE, CO US",10/19/65,11.7,-3.3,3.3
USC00051959,"CRESTED BUTTE, CO US",10/20/65,14.4,-5.6,8.3
USC00051959,"CRESTED BUTTE, CO US",10/21/65,15,-7.2,11.1
USC00051959,"CRESTED BUTTE, CO US",10/22/65,17.2,-6.1,13.3
USC00051959,"CRESTED BUTTE, CO US",10/23/65,18.3,-5,15
USC00051959,"CRESTED BUTTE, CO US",10/24/65,18.3,-4.4,14.4
USC00051959,"CRESTED BUTTE, CO US",10/25/65,19.4,-6.7,13.3
USC00051959,"CRESTED BUTTE, CO US",10/26/65,19.4,-6.1,12.8
USC00051959,"CRESTED BUTTE, CO US",10/27/65,18.3,-7.2,11.1
USC00051959,"CRESTED BUTTE, CO US",10/28/65,16.7,-6.1,10
USC00051959,"CRESTED BUTTE, CO US",10/29/65,15,-7.2,11.1
USC00051959,"CRESTED BUTTE, CO US",10/30/65,17.2,-6.7,12.8
USC00051959,"CRESTED BUTTE, CO US",10/31/65,17.8,-6.7,10
USC00051959,"CRESTED BUTTE, CO US",11/1/65,17.2,-6.1,10
USC00051959,"CRESTED BUTTE, CO US",11/2/65,16.1,-6.7,8.9
USC00051959,"CRESTED BUTTE, CO US",11/3/65,14.4,-7.8,8.3
USC00051959,"CRESTED BUTTE, CO US",11/4/65,12.8,-7.8,7.2
USC00051959,"CRESTED BUTTE, CO US",11/5/65,13.3,-7.2,9.4
USC00051959,"CRESTED BUTTE, CO US",11/6/65,11.7,-7.8,6.1
USC00051959,"CRESTED BUTTE, CO US",11/7/65,13.9,-7.2,7.2
USC00051959,"CRESTED BUTTE, CO US",11/8/65,15,-7.8,8.3
USC00051959,"CRESTED BUTTE, CO US",11/9/65,13.9,-4.4,1.7
USC00051959,"CRESTED BUTTE, CO US",11/10/65,9.4,-7.2,3.9
USC00051959,"CRESTED BUTTE, CO US",11/11/65,12.2,-9.4,3.3
USC00051959,"CRESTED BUTTE, CO US",11/12/65,11.7,-2.2,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/13/65,11.7,-2.8,1.7
USC00051959,"CRESTED BUTTE, CO US",11/14/65,11.1,-5,6.1
USC00051959,"CRESTED BUTTE, CO US",11/15/65,9.4,-1.1,1.7
USC00051959,"CRESTED BUTTE, CO US",11/16/65,7.8,-2.2,1.7
USC00051959,"CRESTED BUTTE, CO US",11/17/65,7.2,-1.1,2.2
USC00051959,"CRESTED BUTTE, CO US",11/18/65,7.2,-3.9,1.7
USC00051959,"CRESTED BUTTE, CO US",11/19/65,7.2,-6.7,0
USC00051959,"CRESTED BUTTE, CO US",11/20/65,6.7,-10,0.6
USC00051959,"CRESTED BUTTE, CO US",11/21/65,6.1,-5,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/22/65,3.9,-18.3,-1.1
USC00051959,"CRESTED BUTTE, CO US",11/23/65,2.2,-4.4,1.1
USC00051959,"CRESTED BUTTE, CO US",11/24/65,5,-2.2,2.2
USC00051959,"CRESTED BUTTE, CO US",11/25/65,4.4,-1.7,0.6
USC00051959,"CRESTED BUTTE, CO US",11/26/65,3.9,-9.4,-8.3
USC00051959,"CRESTED BUTTE, CO US",11/27/65,2.8,-16.7,-9.4
USC00051959,"CRESTED BUTTE, CO US",11/28/65,1.7,-25,-15.6
USC00051959,"CRESTED BUTTE, CO US",11/29/65,0,-26.7,-15
USC00051959,"CRESTED BUTTE, CO US",11/30/65,-0.6,-25,-10.6
USC00051959,"CRESTED BUTTE, CO US",12/1/65,0,-18.3,-7.8
USC00051959,"CRESTED BUTTE, CO US",12/2/65,-3.3,-22.2,-10
USC00051959,"CRESTED BUTTE, CO US",12/3/65,0.6,-18.9,-7.2
USC00051959,"CRESTED BUTTE, CO US",12/4/65,0.6,-15,-5.6
USC00051959,"CRESTED BUTTE, CO US",12/5/65,1.7,-16.1,-7.8
USC00051959,"CRESTED BUTTE, CO US",12/6/65,2.2,-18.9,-7.8
USC00051959,"CRESTED BUTTE, CO US",12/7/65,-0.6,-17.8,-6.1
USC00051959,"CRESTED BUTTE, CO US",12/8/65,1.7,-15.6,-6.1
USC00051959,"CRESTED BUTTE, CO US",12/9/65,5.6,-12.2,1.1
USC00051959,"CRESTED BUTTE, CO US",12/10/65,3.9,-5,-0.6
USC00051959,"CRESTED BUTTE, CO US",12/11/65,1.1,-3.3,-2.2
